OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,SalePrice,MSZoning,Utilities,BldgType,Heating,KitchenQual,SaleCondition,LandSlope
8,1836,2,410,1261,1189,2,10,1974,1994,362305,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2228,2,386,1770,1327,2,12,1919,1942,374916,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1824,2,376,1154,1125,2,8,1987,1996,352805,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1191,2,349,790,659,1,7,1914,1941,223671,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
3,1009,2,454,750,543,1,5,1947,1954,159420,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1660,2,378,1220,1024,1,9,1970,1971,277083,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1495,2,426,1053,909,2,7,1920,1942,269789,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,961,2,373,480,654,1,5,1941,1948,168081,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1605,2,345,1474,1093,1,8,1925,1940,323093,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
7,1420,2,427,958,782,3,8,2007,2033,314579,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1348,1,162,960,894,2,6,1913,1934,264582,C (all),AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1834,1,179,1376,992,1,10,1956,1960,341291,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,1440,1,137,912,1071,2,7,1936,1962,203838,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
4,1263,1,175,892,679,2,6,1957,1981,227326,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1790,2,401,1151,1143,2,9,1920,1948,312777,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1483,0,0,1100,781,2,8,1981,1983,295248,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
8,2019,2,440,1371,1196,1,10,1968,1979,338514,RL,AllPub,1Fam,GasA,Gd,Alloca,Gtl
7,1736,1,207,1255,1196,2,9,1902,1914,255630,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1208,2,554,688,643,2,6,1986,1998,253544,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1979,2,421,1260,1407,1,10,1989,1998,380995,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
8,1911,1,113,1132,1146,2,9,1936,1939,352485,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1637,3,589,1039,1079,2,8,1987,1995,334359,RM,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1479,1,193,649,927,2,8,1948,1969,275676,RM,AllPub,TwnhsE,GasA,TA,Normal,Gtl
7,1551,2,369,1039,976,1,8,1918,1941,298556,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
6,2026,2,403,1338,1072,2,11,1988,2010,320952,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
4,1306,2,367,936,736,1,7,1984,2010,255901,RH,AllPub,Twnhs,GasA,TA,Normal,Gtl
9,1987,1,216,1397,1311,2,10,1911,1912,354823,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
5,1444,2,304,1199,831,1,7,1960,1978,273752,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,2375,2,457,2051,1438,1,12,1940,1940,452030,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1633,3,521,1313,825,2,9,1932,1956,320749,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1232,3,586,794,685,2,7,1949,1977,206246,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1818,2,363,1198,1203,2,10,1967,1973,327378,RL,AllPub,1Fam,GasA,Ex,Abnorml,Gtl
9,1915,3,615,1470,1020,2,10,2005,2021,377297,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1586,0,0,857,1023,1,8,1970,1972,309571,C (all),AllPub,TwnhsE,GasA,TA,Normal,Gtl
8,1547,0,12,1035,945,2,9,1985,2004,317424,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2105,2,455,1437,1239,2,11,1932,1951,338284,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1826,1,238,1365,1067,1,10,1980,2000,329445,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
9,1832,1,201,1374,1050,3,9,1923,1952,328945,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1303,1,222,800,741,1,6,1960,1962,227122,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1811,2,498,1205,1179,3,9,1960,1962,316784,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1291,2,440,970,731,3,6,1997,2013,262941,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1810,2,385,1147,1266,2,10,1927,1933,369818,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,2165,1,263,1696,1328,3,12,1957,1983,395631,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,1291,2,419,995,716,2,6,1942,1967,213554,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2028,3,551,1445,1314,1,11,1940,1953,354006,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
9,1838,2,390,1345,1165,2,10,1938,1954,366047,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1603,2,326,1052,796,1,9,1985,2002,271152,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1692,3,485,1090,911,2,9,1948,1960,352475,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2198,2,352,1474,1307,2,11,1916,1935,372368,FV,AllPub,1Fam,GasA,Fa,Normal,Gtl
3,1164,1,206,889,540,2,6,1997,2025,228649,RL,AllPub,TwnhsE,GasA,Fa,Normal,Gtl
8,1495,0,6,1076,1106,2,8,1969,1988,295310,RL,AllPub,1Fam,Grav,Gd,Normal,Gtl
6,1849,1,129,1230,1191,2,9,2009,2029,311332,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
9,1960,2,281,1484,1174,3,11,1969,1995,373997,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,2215,1,273,1524,1294,1,12,1997,2014,456974,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
10,1831,2,404,1177,1038,2,9,1964,1967,378208,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1751,1,277,1263,854,1,10,1973,1973,302468,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
9,2170,3,674,1367,1128,2,11,1984,2001,423053,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
9,2337,2,436,1382,1592,1,12,1904,1904,366742,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1780,3,602,1245,1225,2,9,1901,1926,272928,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
8,1910,3,580,1238,1088,1,10,1921,1946,324705,C (all),AllPub,1Fam,GasA,Gd,Normal,Mod
3,741,0,35,480,535,1,4,1956,1968,149392,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1676,2,392,1028,1056,3,8,1965,1984,325559,RH,AllPub,1Fam,GasA,Po,Partial,Gtl
5,1231,0,0,1043,801,1,7,1973,1992,243041,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1246,3,495,772,605,2,7,1997,2019,235509,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
4,956,2,395,604,392,1,5,1915,1924,158124,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
8,1757,1,254,1286,1172,2,9,1950,1976,263853,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1396,1,262,770,639,2,7,1938,1948,231977,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1690,2,402,965,999,2,9,1985,1993,333617,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
3,942,3,555,716,528,1,4,1975,1983,191454,RM,AllPub,1Fam,GasW,Gd,Normal,Gtl
6,1472,2,445,963,837,2,8,1987,1991,283017,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
7,1707,3,599,1059,1055,2,9,1939,1964,349113,RL,AllPub,1Fam,OthW,Gd,Normal,Gtl
8,1300,2,381,1000,712,2,7,1937,1937,299870,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1024,0,0,595,653,2,6,1959,1975,204275,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1582,3,705,1066,963,2,8,1958,1979,319073,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1910,0,36,1202,1355,1,9,1909,1910,329012,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1687,3,642,1226,873,1,9,1998,2021,322991,RL,AllPub,Twnhs,GasA,TA,Partial,Gtl
5,1204,2,356,1042,725,1,6,1963,1975,244912,RL,AllPub,1Fam,GasA,Ex,Normal,Mod
2,901,0,3,351,583,1,6,1962,1970,140032,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1975,2,395,1399,1159,1,10,1948,1976,381847,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
2,753,3,639,655,318,2,4,1963,1966,127144,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2152,3,667,1443,1416,2,11,1931,1935,387201,RL,AllPub,1Fam,OthW,TA,Normal,Gtl
7,1685,1,128,1009,1044,3,9,1906,1916,293428,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2059,1,146,1504,1108,1,11,1920,1943,379935,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1813,2,432,1419,1131,2,9,1919,1937,304268,RL,AllPub,1Fam,GasA,Ex,Abnorml,Gtl
10,2520,2,374,1897,1682,2,12,1925,1945,415450,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
6,1619,2,440,1188,967,2,8,1967,1969,289664,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1702,1,181,1206,1020,1,10,2009,2020,358872,RM,AllPub,1Fam,OthW,Gd,Alloca,Gtl
6,1664,3,537,1029,1155,1,8,1985,2010,304450,RM,AllPub,Twnhs,GasA,Fa,Normal,Gtl
7,1322,2,312,1055,696,1,8,1914,1932,252689,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1673,2,424,1292,1176,2,9,2003,2021,336977,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
9,2013,2,425,1238,1305,2,11,1984,1996,378477,RL,AllPub,TwnhsE,GasA,Ex,Normal,Gtl
10,2126,2,448,1542,1183,1,11,1978,2005,421832,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1733,3,616,1311,972,1,9,1985,1991,344556,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1297,2,212,1040,725,2,7,1991,2005,264785,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1342,3,625,928,621,2,6,1913,1935,269311,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1820,3,527,1145,1118,2,10,1926,1932,363187,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1127,2,306,713,588,2,6,2004,2029,277214,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,1554,2,300,936,962,2,8,1939,1946,226381,RL,AllPub,Twnhs,GasA,TA,Normal,Gtl
6,971,0,0,672,453,1,6,1957,1961,236026,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1435,0,13,967,953,2,7,1927,1947,228645,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1522,1,163,1387,986,2,7,1925,1938,267182,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1451,1,124,1149,800,3,9,1962,1965,240282,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
3,866,1,201,751,555,1,4,1965,1987,186327,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
2,1126,2,344,858,683,2,6,1924,1933,169571,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
10,1821,2,449,1219,1240,2,9,1902,1921,381779,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1386,2,472,928,728,2,7,1971,1985,269780,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1624,1,189,1109,959,1,8,1943,1960,292805,RL,AllPub,1Fam,GasA,TA,Family,Gtl
8,2008,0,68,1433,1140,2,9,1996,2015,364736,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
5,1069,2,468,806,645,2,5,1941,1953,217890,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,2629,2,404,1840,1630,2,12,1998,2026,464594,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
8,1620,2,486,1090,906,2,8,1905,1912,322970,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,937,2,368,566,525,1,5,1938,1946,180560,RL,AllPub,1Fam,Wall,Gd,Alloca,Gtl
6,1600,2,302,911,1056,1,8,1951,1966,274504,RL,AllPub,1Fam,GasA,Gd,AdjLand,Gtl
9,1880,2,322,1508,1263,2,10,1922,1940,318974,RM,AllPub,Twnhs,GasA,TA,Normal,Gtl
10,2000,2,366,1730,1249,2,11,1988,2003,412394,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1769,3,626,1418,1047,3,9,1949,1955,326965,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1344,2,342,751,783,2,7,1942,1955,261226,RL,AllPub,1Fam,GasA,TA,Normal,Mod
5,1009,2,366,824,660,2,5,1918,1945,186902,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1980,2,337,1539,1210,2,11,1968,1981,371811,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1565,1,167,1034,774,2,8,1950,1974,238810,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,1989,2,467,1465,1250,2,10,1910,1936,390957,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
7,1969,3,617,1309,1095,1,11,1911,1914,291592,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1890,2,371,1552,992,2,10,1973,1998,348775,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1706,3,661,1249,856,2,9,1907,1921,308030,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1417,2,401,854,828,2,8,1923,1925,266392,RM,AllPub,1Fam,GasA,TA,Normal,Mod
5,1406,3,606,1084,741,2,7,1991,1995,291115,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
5,1381,2,457,1125,595,1,7,1940,1940,255678,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1276,0,0,922,729,2,7,1935,1937,218015,RL,AllPub,1Fam,GasA,Ex,Normal,Sev
8,1749,2,445,1296,1000,2,10,2000,2014,356872,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
6,1286,1,242,889,756,2,6,1984,2007,277722,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,607,0,0,254,301,1,3,1971,1997,155730,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,2320,2,330,1601,1574,1,12,1954,1961,416777,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1981,1,200,1465,1240,2,10,1908,1936,359538,RM,AllPub,1Fam,GasA,Fa,Normal,Gtl
9,1951,2,456,1346,1120,2,11,1946,1949,406228,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,2179,1,240,1645,1301,2,12,1914,1915,379702,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1184,1,285,769,851,1,7,1947,1975,219405,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
6,1299,3,575,860,875,3,7,2009,2032,292258,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1743,2,438,1344,906,1,8,2003,2026,360966,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
8,2073,2,349,1484,1146,1,10,1981,1990,388906,RL,AllPub,1Fam,GasA,TA,Partial,Mod
5,1116,2,410,719,591,2,6,1941,1944,219145,FV,AllPub,1Fam,Grav,Gd,Normal,Gtl
8,1274,2,455,1046,720,2,6,1959,1961,305697,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
5,1245,3,645,768,687,1,6,1983,1984,251815,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
5,1578,2,405,995,950,1,9,1969,1993,272415,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1303,2,386,487,855,1,6,1911,1927,241872,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1413,3,550,906,938,2,8,1901,1923,249007,RL,AllPub,1Fam,GasA,TA,Alloca,Gtl
7,1702,1,188,1387,988,2,9,1906,1926,287575,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,1713,2,334,888,864,2,9,1979,2002,285730,RH,AllPub,1Fam,GasA,Ex,Normal,Gtl
9,1678,3,582,1031,902,2,8,1902,1921,321950,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1220,2,309,919,680,2,6,2008,2030,265961,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
4,1267,2,334,550,635,1,7,1902,1914,212754,FV,AllPub,1Fam,GasW,Gd,Family,Gtl
9,2190,2,442,1456,1428,3,11,1926,1930,370203,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
10,1975,2,437,1553,1067,2,11,2006,2035,432728,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
9,1625,3,585,1443,1036,1,8,1939,1959,338925,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1886,1,203,1363,963,1,10,2001,2030,359066,RM,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
8,1922,1,209,1206,1218,1,10,1932,1940,344448,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,2005,2,423,1259,1189,1,11,1991,2015,348941,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1331,2,417,953,949,2,7,1900,1928,197068,FV,AllPub,Twnhs,GasA,TA,Abnorml,Gtl
6,1665,1,133,1207,885,2,8,1907,1931,233211,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
6,1447,0,0,1291,811,2,7,2000,2027,294445,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
6,1988,2,349,1537,1155,2,10,1931,1952,289731,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1720,3,592,1216,1016,2,9,1947,1952,351815,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1527,2,448,1018,881,2,8,2006,2010,324015,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
4,1561,2,411,1544,903,1,9,2000,2024,274908,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1055,1,226,832,598,2,6,1903,1912,201028,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1430,2,355,900,650,2,8,1993,2000,331929,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
4,1223,1,196,822,833,1,6,1969,1975,238096,RL,AllPub,1Fam,GasA,TA,Family,Gtl
9,1949,1,203,1232,1455,1,10,2009,2015,407480,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1604,3,562,762,992,3,9,1918,1923,266221,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1848,3,546,1340,995,2,10,1931,1951,314619,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1468,1,188,1294,777,1,7,1908,1936,278508,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1812,1,233,1023,1148,2,10,1911,1930,288540,RM,AllPub,1Fam,OthW,Gd,Normal,Gtl
6,1427,2,354,1007,894,2,8,1910,1912,223239,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1621,2,389,1028,944,2,9,1945,1963,304916,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1637,1,267,1224,1057,1,8,1915,1936,276472,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1670,2,374,1143,795,3,9,1900,1914,198090,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2374,1,200,1457,1499,2,12,1962,1965,373871,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1915,2,394,1193,1172,1,10,2008,2035,342081,RH,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1297,2,390,783,678,2,7,1920,1931,296680,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1942,2,483,1561,1021,2,10,1929,1934,372212,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1959,2,415,1565,1187,1,10,1912,1930,355018,RL,AllPub,2fmCon,GasA,Po,Abnorml,Mod
8,1987,3,521,1344,1332,1,12,1933,1936,348100,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
9,1986,3,676,1574,1168,1,11,1903,1917,364312,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,2050,1,213,1409,1144,3,11,1927,1935,317704,RL,AllPub,1Fam,OthW,Ex,Normal,Gtl
8,1878,1,181,1265,1145,1,10,2001,2005,375273,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1961,2,467,1381,1358,2,10,1994,2006,349675,RL,AllPub,TwnhsE,GasA,Ex,Normal,Gtl
8,1712,1,161,1241,1070,3,9,1958,1980,338303,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
5,1378,2,485,881,880,1,6,1926,1951,242446,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2115,2,404,1483,1391,3,11,1968,1985,394571,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
9,1835,2,450,1402,1148,3,10,1924,1953,350833,RL,AllPub,1Fam,GasA,TA,Normal,Mod
2,741,2,553,538,366,3,3,1902,1931,115796,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1674,2,409,1178,829,1,9,1996,2000,347055,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1050,3,595,809,537,2,6,1967,1991,223924,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1604,1,146,1222,851,2,9,1924,1939,263773,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1433,2,393,993,925,3,8,1919,1945,284034,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1038,0,0,655,702,1,6,1933,1951,201025,FV,AllPub,1Fam,GasA,TA,Partial,Gtl
8,2172,1,190,1548,1320,2,12,1925,1938,345987,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1804,2,544,1023,955,2,10,1904,1928,344846,RL,AllPub,1Fam,GasA,TA,Family,Gtl
7,1690,1,205,1151,1192,1,9,1998,2027,294263,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
1,452,0,0,0,300,2,3,1960,1975,77663,RL,AllPub,Twnhs,GasA,TA,Normal,Gtl
6,1518,1,189,811,971,2,8,1991,2017,269926,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1506,2,379,780,908,2,8,1992,2006,300195,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,1787,2,452,1408,1093,2,10,1908,1929,363776,RM,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
7,1917,1,195,1343,1207,3,10,2001,2004,318839,RL,AllPub,Duplex,GasA,Ex,Normal,Gtl
6,1736,2,480,1025,971,2,9,1949,1955,287157,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1628,1,184,1213,1107,2,9,1905,1920,272896,RM,AllPub,1Fam,GasA,Po,Family,Gtl
7,1849,2,387,1442,951,2,10,1982,2005,321030,RL,AllPub,1Fam,GasA,Ex,Partial,Gtl
8,2180,2,355,1602,1204,2,11,1959,1980,370711,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1350,2,380,916,939,2,7,1943,1963,205396,FV,AllPub,Twnhs,GasA,TA,Abnorml,Gtl
8,1895,3,513,1361,1196,3,10,1910,1931,362882,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1689,3,493,1317,1267,2,9,1965,1985,342209,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,2229,0,31,1489,1344,2,11,1946,1953,387528,C (all),AllPub,1Fam,GasA,TA,Normal,Mod
6,1427,3,512,1003,1026,1,7,2007,2023,296703,RM,AllPub,1Fam,GasA,Gd,Normal,Sev
7,1594,1,220,1077,770,1,9,2007,2022,326240,FV,AllPub,1Fam,GasA,Ex,Abnorml,Gtl
9,2040,3,574,1185,1082,2,10,1972,1998,397612,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
4,1105,1,246,910,752,1,6,1984,2006,218317,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
9,1876,2,313,1621,951,1,9,1987,1996,369252,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
8,1800,1,229,1128,1060,2,10,1997,2006,343916,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,1280,1,216,1040,884,1,7,1985,2011,209270,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1273,2,418,764,813,1,7,1902,1903,233014,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
8,1951,3,656,1385,1171,2,10,1975,2004,370960,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,1208,2,403,1071,679,2,6,1991,1999,226362,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1807,2,277,1186,1104,3,9,1929,1945,322765,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
6,1338,2,422,934,860,2,7,1989,1999,294648,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
7,1311,1,215,647,720,2,7,1920,1929,258454,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
3,1161,0,0,713,733,3,5,1927,1948,138554,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
9,1987,0,0,1104,1300,2,11,1989,2013,383595,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,2300,2,381,1674,1357,1,12,1961,1977,430262,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,1959,1,272,1496,1182,1,11,1932,1935,367623,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1952,1,154,1333,1219,2,10,1984,1999,354226,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1560,1,112,1134,991,2,9,1934,1953,242263,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
8,1780,1,126,1197,1155,2,10,1951,1965,317672,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
2,983,3,598,799,488,2,5,1933,1957,129239,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
2,976,1,283,702,532,2,5,1940,1966,123851,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1335,2,510,636,751,3,8,1950,1970,240222,RL,AllPub,1Fam,Wall,TA,Normal,Gtl
7,1756,2,432,1370,963,2,9,1946,1950,282242,RH,AllPub,1Fam,GasA,TA,Normal,Gtl
8,2124,2,350,1428,1094,1,11,1981,1986,355801,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1804,1,156,1072,756,2,9,1957,1973,343297,RL,AllPub,1Fam,Grav,Gd,Normal,Gtl
7,1357,2,443,884,933,1,8,1974,1974,299388,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1362,1,266,668,661,2,7,1956,1980,236515,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
10,1744,2,367,1033,1203,3,10,1922,1940,341976,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1758,1,271,1252,1128,2,9,1947,1950,300457,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1802,2,388,1295,1040,2,10,1921,1937,318587,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1249,2,435,920,811,2,7,1916,1924,218388,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
