Year,Mileage_km,Engine_CC,Horsepower,Num_Owners,Doors,Seats,Service_History,Accidents_Reported,Insurance_Valid,Brand,Fuel_Type,Transmission,Body_Type,Condition,Price_USD
2009,184254.0,1800,146,1,2,5,1,1,1,Volkswagen,Hybrid,Manual,Hatchback,Fair,4653.12
2017,80841.0,1600,122,1,4,5,0,1,1,BMW,Petrol,Automatic,Coupe,Good,8566.84
2016,124644.0,1500,118,2,2,7,1,0,1,Honda,Petrol,Automatic,Van,Good,6431.67
2005,237698.0,2500,208,1,4,5,0,0,1,Kia,Petrol,Automatic,Sedan,Like New,5561.25
2015,137261.0,4000,303,3,5,6,1,1,0,BMW,Diesel,Manual,Van,Good,11351.69
2023,19057.0,1000,60,3,4,4,1,0,1,BMW,Diesel,Manual,Van,Good,11526.6
2019,62261.0,1800,150,1,4,5,0,0,1,Hyundai,Petrol,Automatic,Truck,Good,7994.03
2022,42312.0,1500,83,2,4,4,1,1,1,Honda,Diesel,Automatic,SUV,Fair,6727.99
2020,58852.0,2500,205,1,4,5,1,0,1,Mercedes,Diesel,Manual,Coupe,Good,18764.36
2011,149917.0,1500,119,2,5,7,1,0,0,Audi,Electric,Manual,Coupe,Good,8057.4
2014,159261.0,2000,174,4,4,7,1,1,1,Ford,Hybrid,Manual,Coupe,Like New,6560.61
2020,50595.0,1800,139,2,4,5,0,2,1,BMW,Diesel,Manual,Hatchback,Like New,16093.69
2021,61914.0,1800,173,1,4,5,0,0,1,Ford,Diesel,Automatic,Van,Like New,10802.16
2011,180628.0,2500,221,3,4,5,1,0,0,Kia,Diesel,Automatic,Truck,Good,4175.89
2015,101108.0,1600,110,2,4,5,0,1,1,Ford,Petrol,Manual,Sedan,Good,6582.52
2021,32964.0,2500,204,2,4,4,0,0,1,Kia,Electric,Manual,SUV,Poor,3624.67
2009,187477.0,1600,156,2,4,5,0,2,0,Mercedes,Petrol,Automatic,Coupe,Good,4727.7
2005,227015.0,1500,114,1,5,5,0,1,1,Ford,Diesel,Manual,Hatchback,Good,2122.09
2007,241897.0,1600,132,2,4,2,0,0,0,Toyota,Petrol,Automatic,Van,Good,1793.44
2020,56997.0,1600,154,2,4,4,0,1,1,Mercedes,Hybrid,Manual,Hatchback,Fair,9111.74
2019,85346.0,1600,125,4,4,5,0,0,1,Audi,Petrol,Manual,SUV,Poor,4729.93
2008,211705.0,2500,225,1,4,5,0,0,1,Nissan,Diesel,Automatic,Sedan,Poor,2995.01
2016,111960.0,1800,136,1,4,7,0,0,1,BMW,Petrol,Manual,Hatchback,Fair,4048.43
2005,240605.0,2500,165,4,4,5,0,0,1,Audi,Diesel,Automatic,Hatchback,New,7186.73
2021,66557.0,1800,168,1,2,5,1,1,1,Nissan,Petrol,Automatic,Truck,New,14879.49
2019,59624.0,1500,131,3,3,4,1,0,1,Ford,Diesel,Manual,Truck,Good,7804.88
2014,157895.0,1200,107,1,4,5,1,2,1,Volkswagen,Petrol,Manual,Sedan,Fair,1625.55
2015,100692.0,2500,191,1,2,5,1,1,1,Mercedes,Petrol,Automatic,Van,Fair,8196.0
2022,47723.0,1200,84,1,3,5,1,0,1,Hyundai,Diesel,Automatic,Van,Good,7049.95
2006,206923.0,1200,117,3,4,6,1,0,1,BMW,Petrol,Manual,SUV,Like New,5514.43
2010,175264.0,1200,103,1,4,5,1,0,1,Hyundai,Petrol,Automatic,Coupe,Poor,500.0
2020,61400.0,1600,131,1,4,6,1,1,0,Ford,Hybrid,Manual,Hatchback,Fair,3869.4
2011,160700.0,1800,153,1,4,5,0,0,0,Kia,Electric,Manual,Coupe,Poor,2488.78
2023,21275.0,1000,105,1,4,5,1,0,1,BMW,Petrol,Automatic,Coupe,Good,14360.03
2016,87195.0,1800,160,2,2,5,1,0,0,Mercedes,Diesel,Manual,Coupe,Good,9691.43
2022,21188.0,1600,126,1,4,5,1,2,0,Hyundai,Diesel,Automatic,Sedan,Good,7064.87
2014,139474.0,2000,145,1,4,5,1,0,1,Mercedes,Petrol,Automatic,SUV,Good,8320.2
2011,168445.0,2500,217,1,4,5,1,1,1,Honda,Petrol,Automatic,SUV,Poor,2575.39
2008,193642.0,2000,152,3,4,5,0,0,1,BMW,Hybrid,Automatic,Truck,Good,4934.55
2021,67864.0,1600,115,1,4,5,1,0,1,Volkswagen,Petrol,Automatic,Coupe,Fair,5721.11
2021,29701.0,1500,144,2,4,2,1,0,1,Volkswagen,Hybrid,Automatic,Coupe,Good,12062.8
2008,198576.0,2500,221,1,4,7,1,1,0,Kia,Petrol,Automatic,Hatchback,New,4848.43
2009,184415.0,1500,130,1,4,5,0,3,1,Nissan,Petrol,Automatic,Sedan,Good,500.0
2005,249226.0,1600,114,3,5,4,1,0,1,Honda,Petrol,Automatic,Coupe,Like New,5899.16
2023,24722.0,3000,276,4,4,5,1,0,1,BMW,Petrol,Automatic,Sedan,Fair,14782.76
2015,118378.0,3500,307,1,4,6,1,0,1,Audi,Petrol,Automatic,Van,Fair,9234.47
2005,212337.0,2500,203,2,2,5,1,0,0,Hyundai,Petrol,Manual,Truck,Fair,500.0
2012,168976.0,4000,325,2,4,5,1,0,1,Volkswagen,Electric,Automatic,Sedan,Good,8310.27
2008,200733.0,2500,209,3,4,5,1,0,1,Audi,Petrol,Manual,SUV,Fair,6674.19
2019,73735.0,2000,159,4,4,5,1,0,0,Mercedes,Electric,Automatic,Van,Good,16329.64
2021,36772.0,1500,158,2,4,6,1,2,1,Mercedes,Hybrid,Manual,Van,Good,15930.94
2022,22413.0,3500,285,5,4,6,0,0,0,Audi,Petrol,Manual,Sedan,Like New,26270.21
2007,238489.0,2500,192,5,4,5,1,1,0,Hyundai,Diesel,Automatic,Coupe,New,7562.29
2022,9401.0,1500,148,2,4,2,1,0,1,Kia,Diesel,Automatic,Coupe,Good,7933.54
2011,152187.0,1600,124,2,4,2,1,0,0,Volkswagen,Electric,Automatic,Coupe,Good,6877.23
2021,70207.0,1200,111,2,4,8,0,0,0,Volkswagen,Petrol,Manual,Coupe,Poor,1903.85
2022,45611.0,3500,301,1,4,5,1,1,0,Ford,Diesel,Automatic,Van,Fair,7450.98
2012,151118.0,1800,149,2,3,5,1,0,1,Mercedes,Diesel,Automatic,Sedan,Fair,5128.45
2015,138699.0,1500,110,2,4,6,1,1,1,Toyota,Diesel,Manual,Coupe,Fair,1836.48
2007,222703.0,1500,124,1,4,5,0,0,1,Ford,Diesel,Automatic,SUV,Good,1462.79
2011,171490.0,4000,315,4,4,5,0,0,1,Honda,Petrol,Automatic,Hatchback,Good,5250.54
2019,75383.0,1800,149,4,4,4,1,2,1,Nissan,Diesel,Automatic,Coupe,Fair,3613.61
2014,138979.0,1600,144,1,4,4,1,3,1,Honda,Electric,Automatic,Truck,Like New,6085.0
2016,115585.0,1600,159,3,5,5,0,1,0,Honda,Petrol,Manual,Hatchback,Fair,2883.69
2016,140940.0,1200,83,1,4,4,1,1,1,Toyota,Petrol,Automatic,Sedan,Good,2466.66
2023,21077.0,1200,96,2,4,5,1,1,0,Hyundai,Petrol,Manual,SUV,Like New,8156.59
2023,21539.0,1800,142,2,4,6,0,0,1,BMW,Petrol,Manual,Van,Good,15609.39
2019,53447.0,1800,154,2,5,7,1,0,1,Nissan,Petrol,Manual,SUV,Fair,4090.59
2009,191222.0,1600,110,2,4,7,1,3,1,Honda,Diesel,Manual,Truck,Like New,2311.94
2017,123943.0,1800,136,4,4,7,1,1,1,Mercedes,Diesel,Manual,Coupe,Good,8289.9
2013,158767.0,1200,74,2,4,5,0,1,1,Honda,Diesel,Manual,Truck,Good,5919.25
2014,123845.0,3000,228,2,4,7,1,0,0,Volkswagen,Hybrid,Automatic,Coupe,Like New,10986.89
2012,156451.0,1500,115,2,2,5,1,3,0,BMW,Diesel,Automatic,Coupe,Fair,2788.13
2013,124553.0,1200,125,5,4,7,1,0,1,Mercedes,Petrol,Automatic,SUV,Good,6510.43
2010,165463.0,1500,130,1,4,4,1,2,1,Volkswagen,Diesel,Automatic,SUV,Poor,500.0
2022,38242.0,1200,100,1,4,4,0,1,0,Hyundai,Petrol,Automatic,Van,Good,6297.43
2014,124583.0,1500,145,4,4,5,1,0,0,Toyota,Petrol,Manual,Coupe,Good,5304.12
2019,56331.0,1600,139,3,4,6,0,0,1,Hyundai,Diesel,Automatic,Van,Like New,12431.44
2017,103348.0,2000,173,4,3,5,1,2,0,Toyota,Diesel,Automatic,SUV,Good,4432.31
2015,118766.0,1500,117,1,5,7,0,0,1,Hyundai,Electric,Automatic,SUV,Good,6175.11
2006,204487.0,1600,123,4,2,5,1,2,1,Kia,Petrol,Automatic,SUV,Good,500.0
2012,124873.0,3000,230,3,2,4,1,0,0,Hyundai,Electric,Automatic,Coupe,Good,8128.82
2022,27450.0,1500,115,3,4,6,0,0,0,BMW,Diesel,Manual,Coupe,New,23820.11
2007,192176.0,2000,162,2,4,5,1,0,0,BMW,Petrol,Automatic,Hatchback,Good,7029.06
2007,187966.0,1500,130,1,5,5,1,0,1,Honda,Hybrid,Automatic,SUV,Good,3278.73
2011,184935.0,1500,124,2,4,7,1,0,0,Honda,Petrol,Automatic,Coupe,Fair,2409.4
2022,34534.0,1600,127,2,5,6,0,2,1,Kia,Diesel,Manual,SUV,Poor,2125.58
2013,140018.0,1500,111,2,4,5,0,1,1,Nissan,Petrol,Automatic,Hatchback,Good,3465.32
2022,33174.0,3000,255,3,4,7,1,0,1,Volkswagen,Electric,Automatic,Hatchback,Fair,12034.19
2005,222933.0,1200,92,2,5,5,1,0,1,Hyundai,Diesel,Manual,Sedan,Good,2289.02
2008,210165.0,1800,155,1,4,5,0,0,0,Hyundai,Petrol,Automatic,Coupe,Like New,2117.21
2008,202039.0,1800,121,2,2,5,1,2,1,Kia,Petrol,Automatic,Hatchback,Poor,500.0
2021,36639.0,1200,105,1,2,5,0,0,1,Ford,Hybrid,Automatic,Coupe,Good,10818.56
2006,218886.0,2000,177,1,5,5,1,0,1,Nissan,Petrol,Automatic,Coupe,New,7010.11
2019,53588.0,1600,142,2,4,5,1,1,1,Honda,Petrol,Manual,SUV,Poor,3571.63
2017,89906.0,2000,163,3,4,4,1,3,0,BMW,Petrol,Automatic,Coupe,Good,10509.91
2013,140406.0,2500,222,3,4,5,0,1,1,Honda,Diesel,Automatic,SUV,Good,4143.98
2011,161516.0,1500,105,2,4,5,1,0,0,Kia,Petrol,Automatic,SUV,Poor,3546.51
2016,108827.0,1600,131,4,4,5,0,1,0,Audi,Petrol,Automatic,SUV,Good,5522.66
2016,106822.0,1500,122,1,5,5,1,1,1,Kia,Petrol,Automatic,Van,Good,4454.15
2018,87462.0,1500,140,5,4,2,1,0,1,Mercedes,Diesel,Automatic,Truck,Like New,15817.39
2019,86146.0,1000,60,4,4,4,1,2,0,Ford,Petrol,Automatic,Coupe,Fair,500.0
2005,248895.0,3500,275,2,2,5,1,2,1,Toyota,Diesel,Automatic,Van,Good,2707.57
2013,158319.0,1600,159,1,3,5,0,0,0,Toyota,Petrol,Manual,Hatchback,Good,4721.97
2020,47284.0,1000,60,2,5,7,1,0,1,Ford,Petrol,Manual,Coupe,Like New,4270.55
2013,136371.0,1000,95,1,4,5,1,0,0,BMW,Hybrid,Manual,Sedan,Good,5269.37
2020,69804.0,1500,114,2,4,4,1,1,1,Mercedes,Petrol,Automatic,Coupe,Poor,3778.51
2006,238072.0,1000,87,1,4,5,0,0,1,Audi,Petrol,Manual,Truck,Good,2937.8
2014,121821.0,1600,154,2,4,5,0,0,1,Honda,Petrol,Automatic,Van,Like New,4840.0
2022,45174.0,1200,104,1,2,4,0,0,1,BMW,Diesel,Manual,Sedan,Good,13673.02
2017,81847.0,1000,104,1,4,6,0,0,0,Ford,Diesel,Manual,Sedan,Good,7723.97
2006,235216.0,2000,159,1,4,5,0,3,1,Volkswagen,Diesel,Automatic,SUV,Good,1004.86
2017,95606.0,3000,244,1,5,4,0,0,1,Toyota,Petrol,Automatic,Hatchback,Like New,10606.08
2007,195233.0,1600,145,3,4,5,1,1,1,Toyota,Diesel,Automatic,Sedan,Poor,500.0
2019,65489.0,2500,201,1,4,4,0,1,1,Audi,Petrol,Manual,Truck,Good,11088.84
2007,248734.0,1000,92,2,4,5,1,3,1,Toyota,Petrol,Automatic,Hatchback,Good,500.0
2014,135042.0,2000,184,2,2,5,0,3,0,BMW,Petrol,Manual,Coupe,Like New,6148.8
2010,214507.0,1200,113,1,2,6,1,0,1,Volkswagen,Petrol,Automatic,Truck,Good,3728.58
2018,62341.0,2500,184,1,3,6,0,3,1,BMW,Diesel,Automatic,Van,Good,11780.83
2013,155261.0,2500,203,2,5,7,0,0,1,Mercedes,Petrol,Automatic,Hatchback,Poor,2954.75
2022,0.0,2000,170,4,5,5,1,0,0,Honda,Petrol,Manual,Truck,Good,11497.07
2012,155996.0,2500,204,2,4,5,1,1,1,Audi,Diesel,Automatic,Sedan,Poor,3890.81
2010,189468.0,1800,151,2,4,2,1,2,1,Nissan,Electric,Automatic,SUV,Good,1365.64
2019,84568.0,1500,129,3,3,6,0,0,1,Audi,Electric,Manual,SUV,Like New,16291.08
2018,72011.0,1800,142,3,4,5,1,0,0,Ford,Electric,Automatic,Hatchback,New,15959.43
2019,87586.0,1600,130,4,5,4,1,1,1,Volkswagen,Petrol,Automatic,SUV,Good,7767.82
2010,171994.0,1000,65,2,4,5,1,0,1,Audi,Diesel,Manual,Sedan,Poor,3285.88
2016,105539.0,1600,126,1,4,5,1,1,1,Ford,Hybrid,Manual,Van,Good,5966.89
2014,125500.0,2000,143,3,4,6,1,1,0,Toyota,Diesel,Automatic,Truck,Fair,3666.55
2023,6954.0,1000,85,1,4,4,1,1,0,Honda,Petrol,Automatic,SUV,Like New,9864.11
2012,179546.0,1800,147,2,4,5,1,0,1,Volkswagen,Diesel,Manual,Van,Fair,4248.91
2009,192720.0,2000,152,2,2,6,1,0,1,Toyota,Diesel,Automatic,Sedan,Good,3378.0
2014,148310.0,1500,151,2,4,6,1,0,1,Kia,Diesel,Automatic,Truck,New,8424.15
2015,135671.0,1600,129,3,5,7,1,1,1,Honda,Diesel,Manual,Sedan,Like New,5756.36
2018,69481.0,3500,295,1,4,2,1,0,1,Ford,Petrol,Manual,Hatchback,Good,9819.79
2018,102242.0,2500,198,5,4,5,0,2,0,BMW,Petrol,Automatic,Truck,Good,8142.26
2006,235551.0,1600,127,1,4,5,1,0,0,Ford,Diesel,Manual,Truck,Like New,984.95
2021,32386.0,1500,129,1,4,4,1,0,0,BMW,Hybrid,Automatic,Sedan,Good,16548.38
2019,78733.0,1200,95,2,4,6,1,1,0,Mercedes,Petrol,Manual,Van,Fair,5721.62
2007,200655.0,1000,83,4,3,5,1,0,1,Hyundai,Petrol,Automatic,SUV,Good,3555.35
2007,240097.0,1500,137,2,5,5,1,0,0,Mercedes,Diesel,Automatic,Van,Fair,1963.54
2007,228207.0,3000,242,2,2,5,1,0,1,Audi,Petrol,Manual,Hatchback,Good,5642.38
2007,214933.0,3500,271,2,4,7,1,0,0,Nissan,Petrol,Automatic,Van,Fair,3452.24
2022,54972.0,2500,185,1,4,5,0,0,1,Audi,Petrol,Manual,SUV,New,24820.31
2010,156270.0,1600,154,2,2,5,0,0,0,Hyundai,Diesel,Automatic,Coupe,Fair,1623.07
2018,72760.0,1200,113,1,4,8,1,0,0,Hyundai,Petrol,Manual,Van,New,9480.46
2007,212214.0,1800,159,4,5,4,1,1,0,Audi,Diesel,Manual,Van,Good,5704.09
2005,273535.0,1800,143,1,4,6,1,0,1,Kia,Diesel,Automatic,Hatchback,Like New,3233.57
2014,115943.0,1600,113,1,4,5,1,0,1,Hyundai,Petrol,Automatic,Hatchback,Good,4894.35
2017,70390.0,2000,162,2,4,7,1,0,0,Audi,Petrol,Automatic,Sedan,Good,11393.35
2013,122334.0,2000,165,2,2,4,1,2,1,Kia,Petrol,Manual,Sedan,Poor,521.15
2006,241593.0,2000,149,2,4,8,1,0,1,Volkswagen,Diesel,Automatic,Hatchback,Good,1257.82
2014,123087.0,1800,127,1,2,2,1,2,1,Nissan,Petrol,Manual,Hatchback,Good,3208.83
2016,105614.0,2000,140,1,4,5,1,0,0,Mercedes,Hybrid,Automatic,Truck,Good,9102.29
2023,35442.0,1000,93,3,2,4,1,1,0,Volkswagen,Petrol,Manual,SUV,Good,6269.35
2007,213629.0,2000,148,2,2,4,0,0,1,Nissan,Petrol,Automatic,Van,Good,2142.23
2023,27062.0,1500,129,2,5,8,0,3,1,Toyota,Petrol,Automatic,Sedan,Like New,12676.71
2005,248028.0,1500,119,2,5,5,1,1,1,Kia,Petrol,Manual,Truck,Fair,1646.23
2019,65540.0,1200,108,2,2,5,1,0,0,Honda,Diesel,Manual,Van,Good,5953.87
2017,93505.0,1500,130,3,4,4,1,0,0,Ford,Electric,Manual,Van,Fair,4705.27
2011,171629.0,4000,329,2,4,5,0,0,1,Volkswagen,Diesel,Manual,Coupe,Fair,4029.7
2006,241023.0,1600,135,1,4,5,0,0,1,Ford,Diesel,Manual,Hatchback,Good,1474.69
2015,108114.0,3000,248,2,5,5,1,0,1,Nissan,Hybrid,Automatic,Van,Good,11872.91
2020,14691.0,1500,115,1,4,5,1,0,0,Kia,Petrol,Manual,Sedan,Fair,4959.18
2018,94194.0,1500,139,2,2,6,0,1,0,Hyundai,Petrol,Automatic,Hatchback,Poor,1592.8
2019,85916.0,1800,143,2,2,5,1,0,1,Ford,Petrol,Automatic,Truck,Good,7882.41
2023,27001.0,1500,123,1,4,5,0,0,1,Ford,Diesel,Automatic,Hatchback,Poor,742.12
2011,172024.0,1800,128,3,4,5,1,0,1,Audi,Electric,Automatic,Hatchback,Poor,3434.2
2013,135535.0,1600,137,1,4,4,1,0,0,Mercedes,Petrol,Automatic,Truck,Like New,10468.75
2008,211503.0,2500,199,4,5,6,1,0,0,Kia,Diesel,Manual,SUV,Good,3197.67
2010,192798.0,1600,126,1,4,7,1,1,1,Honda,Diesel,Manual,Truck,Fair,3956.4
2014,132847.0,1800,137,5,4,5,1,1,1,Nissan,Diesel,Automatic,Hatchback,Like New,5715.44
2007,253369.0,1500,123,2,4,5,1,0,1,Kia,Diesel,Manual,SUV,Like New,3235.56
2005,216544.0,2000,136,1,4,5,1,0,0,Volkswagen,Diesel,Manual,Truck,Good,3964.72
2010,182444.0,2000,176,1,4,4,0,0,1,BMW,Hybrid,Automatic,Truck,Like New,8043.32
2009,174385.0,1600,132,1,4,6,1,3,1,Toyota,Petrol,Manual,Van,Good,2302.28
2019,85198.0,1500,117,1,4,5,1,0,1,Nissan,Petrol,Automatic,Van,Good,6317.1
2015,96278.0,1800,126,1,4,5,0,1,1,BMW,Diesel,Automatic,Sedan,Fair,4469.09
2017,75991.0,3000,256,1,4,7,0,0,0,Mercedes,Petrol,Manual,Truck,Like New,16889.36
2010,170502.0,1200,90,1,4,5,1,0,1,Mercedes,Electric,Automatic,Hatchback,Fair,4115.41
2009,195987.0,2000,186,2,4,6,0,0,1,Honda,Hybrid,Manual,Sedan,Poor,1693.45
2006,219068.0,1800,157,1,4,5,1,1,0,Volkswagen,Diesel,Manual,SUV,Like New,1623.59
2021,39218.0,1800,173,2,4,5,0,2,1,Honda,Petrol,Automatic,Sedan,Like New,11246.46
2016,105287.0,3500,293,1,4,4,0,0,0,Toyota,Petrol,Automatic,Coupe,Fair,6596.58
2016,104366.0,1800,166,4,4,6,1,0,1,Mercedes,Petrol,Automatic,SUV,Like New,15805.27
2018,106312.0,2500,215,2,4,6,0,0,1,Kia,Petrol,Manual,Coupe,Good,7654.64
2011,178289.0,1800,143,2,4,5,1,0,0,Volkswagen,Petrol,Manual,Hatchback,Good,4228.62
2018,79131.0,1500,127,1,4,5,0,0,1,BMW,Diesel,Automatic,Van,Good,9110.57
2011,199455.0,2000,154,2,4,6,1,0,1,Toyota,Petrol,Manual,SUV,Good,4724.88
2013,151375.0,3000,281,1,4,8,0,1,1,Mercedes,Petrol,Automatic,SUV,Good,8385.44
2018,69466.0,2500,206,4,4,7,0,0,1,Ford,Diesel,Manual,Sedan,Fair,4302.52
2021,51848.0,1500,125,4,2,5,1,1,1,Toyota,Petrol,Manual,Coupe,Good,7878.8
2021,56033.0,1500,130,2,4,7,1,0,1,Kia,Diesel,Automatic,Coupe,Like New,9069.09
2017,85686.0,1800,133,3,5,5,0,0,0,Audi,Diesel,Manual,Sedan,Fair,8640.3
2022,20212.0,1800,169,2,4,2,0,0,1,Audi,Diesel,Automatic,Sedan,Poor,3984.66
2023,25297.0,1500,109,1,5,5,1,1,1,BMW,Diesel,Automatic,Van,Like New,19849.23
2021,42597.0,1500,106,3,4,8,1,0,1,Volkswagen,Petrol,Automatic,Sedan,Like New,10364.88
2010,202187.0,2000,164,1,4,7,1,0,0,Toyota,Diesel,Manual,Sedan,Poor,3095.44
2016,119117.0,2000,147,2,2,4,1,0,1,BMW,Diesel,Automatic,Van,Like New,12805.37
2010,170388.0,2500,231,1,4,5,0,0,0,BMW,Diesel,Automatic,Van,Good,10270.65
2007,222389.0,3000,246,1,4,4,1,0,1,Honda,Diesel,Automatic,Truck,New,10368.8
2019,91007.0,1500,76,2,4,6,0,1,1,Volkswagen,Hybrid,Automatic,Sedan,Good,6170.58
2007,195093.0,2500,211,1,4,5,0,3,1,Volkswagen,Petrol,Automatic,Sedan,Like New,1210.3
2019,56658.0,2000,174,2,5,7,1,2,1,Kia,Petrol,Automatic,Sedan,Poor,5029.74
2005,239832.0,3500,285,2,4,4,1,0,1,BMW,Diesel,Automatic,Van,Like New,9176.82
2007,216534.0,1500,104,5,4,6,1,0,1,Mercedes,Petrol,Manual,Truck,Good,3175.62
2009,191217.0,1500,123,1,4,5,1,0,1,Mercedes,Electric,Automatic,Hatchback,New,9077.99
2018,79338.0,2000,159,3,4,5,1,2,1,Toyota,Petrol,Manual,Hatchback,Good,6731.16
2008,199109.0,3000,235,3,4,5,1,0,1,Hyundai,Hybrid,Manual,Sedan,Poor,3862.21
2013,149764.0,2500,192,1,4,5,1,0,1,Kia,Petrol,Manual,SUV,Like New,6349.12
2022,53009.0,2000,169,3,4,5,1,1,1,BMW,Petrol,Automatic,Van,Good,15066.97
2014,124786.0,1600,146,1,4,5,0,0,1,Ford,Petrol,Automatic,Truck,Like New,5559.83
2012,192576.0,2000,173,1,4,5,0,0,1,Volkswagen,Petrol,Automatic,Sedan,Like New,5988.09
2017,125410.0,2500,182,1,4,4,1,0,0,Honda,Diesel,Manual,Truck,Good,7465.77
2006,247939.0,2000,175,3,4,5,0,0,1,Toyota,Diesel,Automatic,Truck,Poor,1770.25
2011,177337.0,2000,178,1,4,5,0,0,1,Kia,Petrol,Automatic,Van,Good,2263.26
2015,150120.0,1000,104,1,4,4,0,0,1,Ford,Petrol,Automatic,Hatchback,Good,4212.79
2009,187648.0,2000,152,2,4,5,1,0,1,Ford,Petrol,Automatic,Van,Like New,1157.45
2022,23511.0,1600,132,1,4,6,1,1,0,Hyundai,Diesel,Automatic,Coupe,Good,9536.4
2012,148110.0,3500,300,2,4,7,0,2,1,Ford,Petrol,Automatic,Coupe,Good,2893.08
2014,116956.0,1800,142,1,4,4,1,2,1,Audi,Diesel,Automatic,Coupe,Good,6386.59
2006,229827.0,1800,158,1,4,5,1,0,1,Honda,Diesel,Automatic,Sedan,Fair,3284.65
2007,220497.0,4000,332,2,4,6,0,0,1,Toyota,Electric,Manual,Coupe,Like New,9519.65
2009,195013.0,1200,87,2,4,5,1,0,0,Kia,Electric,Automatic,Sedan,Poor,1718.05
2020,59814.0,1500,113,3,4,5,1,1,0,Kia,Hybrid,Automatic,SUV,Fair,3319.27
2014,133997.0,2000,185,2,5,5,1,0,0,Audi,Electric,Manual,Van,Good,10841.04
2015,146045.0,1500,110,4,4,5,1,0,1,Mercedes,Electric,Manual,Hatchback,Poor,5822.32
2023,33301.0,1500,107,1,4,5,0,0,1,Ford,Hybrid,Automatic,SUV,Poor,1586.97
2020,73838.0,2500,213,2,5,5,1,0,1,Nissan,Electric,Automatic,Sedan,New,17629.99
2016,110862.0,1800,149,2,4,5,1,0,1,Honda,Petrol,Automatic,SUV,Fair,3520.47
2006,203766.0,1200,80,3,4,5,0,3,0,Volkswagen,Diesel,Automatic,Van,Good,2880.64
2015,92792.0,1500,117,5,5,5,0,1,1,Mercedes,Diesel,Automatic,Coupe,Poor,3242.55
2005,271242.0,1200,87,2,4,5,1,0,1,Honda,Diesel,Automatic,SUV,Good,3655.87
2009,184023.0,1800,140,1,4,7,0,0,1,Hyundai,Petrol,Automatic,Truck,Fair,3074.89
2018,74749.0,1500,162,4,4,5,1,0,1,Volkswagen,Petrol,Automatic,Truck,Like New,11131.46
2022,39685.0,2500,203,1,5,5,1,0,0,Ford,Petrol,Automatic,Hatchback,Poor,5940.54
2011,176256.0,1800,136,1,2,5,0,0,1,Toyota,Electric,Automatic,SUV,Fair,3569.94
2009,202153.0,1200,130,2,4,5,1,1,1,Mercedes,Petrol,Automatic,Sedan,Like New,5320.77
2012,182616.0,1500,138,1,4,7,1,1,0,Volkswagen,Petrol,Manual,Hatchback,Good,4508.1
2019,94511.0,1800,160,1,4,5,1,0,1,Mercedes,Hybrid,Automatic,Coupe,Good,14380.99
2009,179836.0,1500,112,5,3,4,1,0,1,Ford,Diesel,Manual,Coupe,Fair,500.0
2017,110531.0,1800,167,1,5,5,1,3,1,Kia,Diesel,Manual,Truck,New,7252.66
2023,18239.0,3000,262,3,5,5,0,0,0,Nissan,Diesel,Automatic,Hatchback,Good,12429.55
2006,225937.0,1600,135,1,4,7,1,3,0,Kia,Electric,Manual,Coupe,Good,3710.65
2009,175590.0,1500,99,1,5,5,1,0,1,Mercedes,Petrol,Automatic,SUV,Good,5612.99
2009,166604.0,2500,208,1,5,6,0,0,1,Honda,Petrol,Manual,Hatchback,Good,4173.43
2010,179527.0,1500,150,2,4,5,0,0,1,Nissan,Electric,Manual,SUV,Like New,6773.95
2020,45660.0,1200,103,1,5,5,1,2,1,Volkswagen,Diesel,Manual,SUV,Good,7063.36
2006,241917.0,1500,119,3,5,7,1,0,0,Kia,Diesel,Automatic,Van,Poor,500.0
2009,187784.0,3000,246,2,4,5,1,3,1,Kia,Diesel,Automatic,SUV,Good,3901.91
2019,76629.0,3000,247,2,2,4,0,0,0,Volkswagen,Petrol,Manual,Hatchback,Poor,2762.01
2005,260513.0,1500,113,1,4,5,0,0,0,Volkswagen,Petrol,Automatic,Hatchback,Good,4657.59
2023,1721.0,1800,149,1,4,5,1,0,1,BMW,Diesel,Automatic,Truck,Good,15857.19
2007,205131.0,1200,121,2,2,5,1,0,0,Toyota,Petrol,Automatic,Hatchback,New,4786.06
2023,26713.0,2000,186,3,3,5,1,0,1,Nissan,Diesel,Automatic,Van,Like New,13835.74
2019,76688.0,1500,113,2,5,5,1,1,1,BMW,Petrol,Manual,Sedan,Good,9484.41
2007,232552.0,1000,102,2,4,5,0,0,1,Honda,Petrol,Automatic,Hatchback,Good,1705.24
2012,169007.0,2500,219,4,5,5,1,1,0,Hyundai,Electric,Automatic,Van,Fair,2052.04
2019,73454.0,1500,134,1,5,7,0,1,1,Volkswagen,Hybrid,Manual,Truck,Good,11859.48
2005,244551.0,1200,106,1,4,5,0,2,1,Nissan,Petrol,Automatic,Hatchback,Like New,3067.13
2010,184966.0,2500,194,2,4,6,0,0,0,Nissan,Electric,Manual,Sedan,Good,5101.35
2021,25954.0,2000,160,1,4,5,1,0,1,Ford,Petrol,Manual,Hatchback,Like New,15738.34
2020,57654.0,2000,179,5,4,5,0,0,1,Hyundai,Petrol,Manual,Truck,Fair,5841.54
2017,99727.0,3000,231,2,4,4,0,0,1,Audi,Diesel,Automatic,Sedan,Fair,8127.66
2005,246878.0,1600,117,1,4,5,0,0,1,BMW,Petrol,Automatic,Truck,Good,3999.97
